episodes,Michael,Dwight,Jim,Pam,Andy,Angela,Kevin,Erin,Oscar,Ryan,Darryl,Phyllis,Jan,Toby,Kelly,Stanley,Meredith,Holly,David,Nellie
126,0.2170283806,0.06343906511,0.08347245409,0.1151919866,0.04674457429,0.04340567613,0.02504173623,0.03005008347,0.02003338898,0.0183639399,0.03839732888,0.02170283806,0,0.04173622705,0.02337228715,0.008347245409,0.01669449082,0.08347245409,0,0
127,0.2351097179,0.1065830721,0.02507836991,0.09717868339,0.065830721,0.02194357367,0.05956112853,0.065830721,0.009404388715,0.01880877743,0.065830721,0.02821316614,0,0,0.03134796238,0,0.003134796238,0.05956112853,0,0
128,0.1302816901,0.06690140845,0.08450704225,0.06338028169,0.1795774648,0,0.03169014085,0.08802816901,0.04929577465,0.02816901408,0.01056338028,0.01056338028,0,0,0.04225352113,0.007042253521,0,0.04225352113,0.04225352113,0
129,0.135483871,0.08387096774,0.1032258065,0.1161290323,0.04516129032,0.003225806452,0.02258064516,0.04516129032,0.03870967742,0.01935483871,0.02580645161,0.03225806452,0,0,0.02903225806,0.009677419355,0.009677419355,0.09677419355,0,0
130,0.2073863636,0.06818181818,0.06534090909,0.06818181818,0.1051136364,0.02556818182,0.03693181818,0.1079545455,0.04829545455,0.01704545455,0.04545454545,0.008522727273,0,0,0.002840909091,0.002840909091,0.002840909091,0.1079545455,0,0
131,0.4583333333,0.04166666667,0.08333333333,0.05555555556,0.02777777778,0,0.02777777778,0.01388888889,0,0.01388888889,0,0,0.01388888889,0,0.01388888889,0,0,0.2083333333,0,0
132,0.1821086262,0.1309904153,0.1214057508,0.1150159744,0.09265175719,0.003194888179,0.04153354633,0.03194888179,0.003194888179,0.01277955272,0,0.003194888179,0,0,0.009584664537,0.003194888179,0.009584664537,0.1022364217,0,0
133,0.2482758621,0.1068965517,0.08275862069,0.1103448276,0.05862068966,0.003448275862,0.06206896552,0,0.02413793103,0.03103448276,0.03448275862,0.01034482759,0,0,0.01034482759,0.003448275862,0.01034482759,0.1620689655,0,0
134,0.2786885246,0.04098360656,0.04098360656,0.03278688525,0.04918032787,0.01639344262,0.01639344262,0.04098360656,0.02049180328,0.008196721311,0.03278688525,0.008196721311,0,0,0.02049180328,0.01229508197,0.004098360656,0,0,0
135,0.3167938931,0.04961832061,0.08778625954,0.0572519084,0.01526717557,0.003816793893,0.02290076336,0.04580152672,0.02290076336,0.02290076336,0.01145038168,0.007633587786,0,0.007633587786,0,0.01145038168,0.02290076336,0,0,0
136,0.3525835866,0.04863221884,0.0547112462,0.06079027356,0.07294832827,0.03647416413,0.03343465046,0.03647416413,0.01823708207,0.009118541033,0.009118541033,0.0547112462,0,0.01519756839,0.009118541033,0.02127659574,0.01823708207,0.01823708207,0,0
137,0,0.07547169811,0.1509433962,0.09056603774,0.03396226415,0.01509433962,0.04905660377,0.01132075472,0.007547169811,0.05660377358,0.03018867925,0.01509433962,0,0.003773584906,0.05660377358,0,0,0,0,0
138,0,0.2879377432,0.1089494163,0.04280155642,0.1011673152,0.04280155642,0.07782101167,0.05058365759,0.01556420233,0.007782101167,0.01945525292,0.01945525292,0,0.0233463035,0.0233463035,0.007782101167,0.003891050584,0,0,0
139,0,0.08906882591,0.1821862348,0.06477732794,0.05263157895,0.02226720648,0.02834008097,0.04655870445,0.04453441296,0.02226720648,0.05465587045,0.04048582996,0,0.02631578947,0.03441295547,0.008097165992,0.01214574899,0,0,0.01821862348
140,0,0.1386861314,0.1386861314,0.09124087591,0.1897810219,0.02554744526,0.03649635036,0.03284671533,0.02554744526,0.01824817518,0.01824817518,0.0401459854,0,0.01459854015,0.02189781022,0.02919708029,0.02189781022,0,0,0
141,0,0.07883817427,0.132780083,0.1203319502,0.2323651452,0.05809128631,0.09958506224,0.04149377593,0.02074688797,0.01659751037,0.02904564315,0.02904564315,0,0.004149377593,0.008298755187,0.01244813278,0.01659751037,0,0,0
142,0,0.1167192429,0.1640378549,0.07255520505,0.1987381703,0.009463722397,0.06624605678,0.03785488959,0.05678233438,0.01892744479,0.1545741325,0.02208201893,0,0.006309148265,0.01892744479,0,0.01261829653,0,0,0
143,0,0.1086142322,0.0861423221,0.05617977528,0.2471910112,0.04868913858,0.02247191011,0.01872659176,0.03745318352,0.02996254682,0.03745318352,0.01123595506,0,0.02247191011,0.01123595506,0.003745318352,0.02247191011,0,0,0
144,0,0.07394366197,0.1021126761,0.09507042254,0.1197183099,0.007042253521,0.03169014085,0.1161971831,0.03521126761,0.01056338028,0.03169014085,0.02112676056,0,0.02464788732,0.04225352113,0.01408450704,0.03169014085,0,0,0
145,0,0.1574074074,0.1358024691,0.06481481481,0.1666666667,0.02160493827,0.03086419753,0.02469135802,0.03395061728,0.009259259259,0.04938271605,0.006172839506,0,0.02469135802,0.01543209877,0.02777777778,0,0,0,0
146,0,0.1713395639,0.1246105919,0.2024922118,0.1339563863,0,0.04672897196,0.04049844237,0.01246105919,0.01869158879,0.07165109034,0.006230529595,0,0.01246105919,0.01869158879,0,0,0,0,0
147,0,0.1063829787,0.08865248227,0.06382978723,0.2056737589,0.003546099291,0.06382978723,0.06028368794,0.07092198582,0.0390070922,0.04609929078,0.0390070922,0,0,0.01773049645,0.01418439716,0.003546099291,0,0,0
148,0,0.1739130435,0.09698996656,0,0.1973244147,0.006688963211,0.006688963211,0.02675585284,0.04013377926,0.01003344482,0.08026755853,0.01003344482,0,0.01003344482,0.003344481605,0.003344481605,0.003344481605,0,0,0
149,0,0.08359133127,0.1362229102,0,0.2414860681,0.006191950464,0.02167182663,0.08359133127,0.02786377709,0.03095975232,0.03095975232,0.02167182663,0,0.01857585139,0.03095975232,0.01547987616,0.05572755418,0,0,0
150,0,0.1245136187,0.06225680934,0,0.1673151751,0.007782101167,0.06614785992,0.01945525292,0.07003891051,0.0233463035,0.03501945525,0.01167315175,0,0,0.02723735409,0.01945525292,0.02723735409,0,0,0
151,0,0.1487341772,0.06962025316,0,0.1392405063,0.01582278481,0.03481012658,0.1835443038,0.03797468354,0.03164556962,0.03164556962,0.009493670886,0,0.0253164557,0.01898734177,0.02215189873,0.02848101266,0,0,0
152,0,0.1559139785,0.1962365591,0.0752688172,0.126344086,0.08333333333,0.03225806452,0.0376344086,0.06451612903,0.005376344086,0.03494623656,0.03225806452,0,0.01344086022,0.005376344086,0.0188172043,0.005376344086,0,0,0
153,0,0.2310344828,0.1034482759,0.1,0.1551724138,0.0275862069,0.01724137931,0.05172413793,0.01379310345,0.04137931034,0.07931034483,0.006896551724,0,0.006896551724,0.0275862069,0.02413793103,0.006896551724,0,0,0
154,0,0.2571428571,0.1306122449,0.04081632653,0.08979591837,0,0.008163265306,0.08571428571,0.004081632653,0.03673469388,0.01632653061,0,0,0,0.01224489796,0.05306122449,0.008163265306,0,0,0.1102040816
155,0,0.1642857143,0.1107142857,0.05357142857,0.07142857143,0.03928571429,0.01428571429,0.06785714286,0.03571428571,0.07142857143,0.05,0.01428571429,0,0,0.02857142857,0.003571428571,0,0,0,0.07142857143
156,0,0.2024291498,0.08906882591,0.04048582996,0.1133603239,0.03643724696,0.03238866397,0.04048582996,0.02429149798,0.06477732794,0.01619433198,0.008097165992,0,0.07287449393,0.03643724696,0.004048582996,0.01214574899,0,0,0.07692307692
157,0,0.1704545455,0.1704545455,0.03787878788,0.07575757576,0.01136363636,0.07196969697,0.05681818182,0.01515151515,0.007575757576,0.09848484848,0.02272727273,0,0.06060606061,0.01136363636,0.007575757576,0.003787878788,0,0,0.04545454545
158,0,0.08045977011,0.1455938697,0.06513409962,0.1264367816,0.003831417625,0.030651341,0.122605364,0.003831417625,0.003831417625,0.02681992337,0.0153256705,0,0.01149425287,0.003831417625,0.003831417625,0.007662835249,0,0,0.1609195402
159,0,0.07166123779,0.1270358306,0.1042345277,0.1563517915,0.02605863192,0.009771986971,0.08143322476,0.03583061889,0.009771986971,0.00325732899,0.02931596091,0,0,0,0.00325732899,0,0,0,0.07166123779
160,0,0.05479452055,0.06506849315,0.09931506849,0.1815068493,0.02397260274,0.03082191781,0.08219178082,0.02397260274,0.102739726,0.01712328767,0.03424657534,0,0.003424657534,0.04452054795,0.003424657534,0.003424657534,0,0,0.1232876712
161,0,0.06276150628,0.10041841,0.09205020921,0.1715481172,0.01673640167,0.07531380753,0.02928870293,0.06694560669,0.07112970711,0.05857740586,0.004184100418,0,0,0,0.004184100418,0.008368200837,0,0.02092050209,0.07112970711
162,0,0.1957295374,0.1708185053,0.08185053381,0.09608540925,0.01067615658,0.003558718861,0.02491103203,0.003558718861,0,0,0.003558718861,0,0.02491103203,0,0.003558718861,0,0,0.01423487544,0.05338078292
163,0,0.09152542373,0.1050847458,0.07457627119,0.1661016949,0.06779661017,0.01016949153,0.03050847458,0.03728813559,0,0.05084745763,0.01694915254,0,0.01694915254,0.01355932203,0.003389830508,0.006779661017,0,0.05762711864,0.06440677966
164,0,0.1875,0.09375,0.08482142857,0.1473214286,0.07142857143,0.03125,0.01785714286,0.04017857143,0.004464285714,0.01339285714,0.004464285714,0,0.04910714286,0.008928571429,0.01339285714,0.008928571429,0,0.004464285714,0.04017857143
165,0,0.1047297297,0.1317567568,0.1148648649,0.1114864865,0.02364864865,0.03378378378,0.1047297297,0.01689189189,0,0.03716216216,0.003378378378,0,0.01689189189,0,0.003378378378,0.003378378378,0,0,0.1047297297
166,0,0.08936170213,0.01276595745,0.07659574468,0.1021276596,0,0,0.08085106383,0.0170212766,0,0.03829787234,0.008510638298,0,0,0,0.004255319149,0,0,0,0.07234042553
167,0,0.1257861635,0.1886792453,0.09119496855,0.1352201258,0.01572327044,0.0534591195,0.03459119497,0.04402515723,0,0.03459119497,0.01572327044,0,0.006289308176,0,0.03144654088,0.02201257862,0,0,0.08490566038
168,0,0.1335616438,0.1198630137,0.1095890411,0.1712328767,0.02054794521,0.006849315068,0.08219178082,0.0102739726,0,0.02054794521,0,0,0.01712328767,0,0.006849315068,0.01712328767,0,0,0.07191780822
169,0,0.1201413428,0.03180212014,0.03886925795,0.1908127208,0.04240282686,0.08833922261,0.1413427562,0.09540636042,0,0.01413427562,0,0,0.03180212014,0,0,0.01060070671,0,0,0.05653710247
170,0,0.180887372,0.07508532423,0.1535836177,0.03071672355,0.07167235495,0.01023890785,0.0614334471,0.07167235495,0,0.01023890785,0.04778156997,0.0819112628,0.01706484642,0,0,0.01365187713,0,0.0204778157,0.0204778157
171,0,0.1770186335,0.0900621118,0.05279503106,0,0.1614906832,0.04968944099,0.01863354037,0.06832298137,0,0.01863354037,0.03726708075,0,0.0248447205,0,0.04347826087,0.0248447205,0,0.009316770186,0.02795031056
172,0,0.1857142857,0.1619047619,0.1095238095,0,0.04761904762,0.0619047619,0.09047619048,0.03333333333,0,0.0380952381,0.04285714286,0,0.04761904762,0,0.02380952381,0.01904761905,0,0,0.05238095238
173,0,0.07114624506,0.1106719368,0.1739130435,0,0.06324110672,0.05533596838,0.1027667984,0.0395256917,0,0.05928853755,0.03162055336,0,0,0,0.01581027668,0.08695652174,0,0,0.03557312253
174,0,0.1535580524,0.06741573034,0.0861423221,0,0.04868913858,0.07116104869,0.04119850187,0.07116104869,0,0.07116104869,0.02247191011,0,0,0,0.01498127341,0.02247191011,0,0,0.03370786517
175,0,0.1554770318,0.1307420495,0.1696113074,0,0.02120141343,0.03533568905,0.06360424028,0.02826855124,0,0.08480565371,0.01060070671,0,0.02473498233,0,0.003533568905,0.007067137809,0,0,0.08480565371
176,0,0.3140794224,0.1624548736,0.08664259928,0,0.003610108303,0.003610108303,0.007220216606,0.007220216606,0,0.007220216606,0,0,0,0,0.003610108303,0.01805054152,0,0,0.01083032491
177,0,0.1423076923,0.1153846154,0.2192307692,0,0.05769230769,0.02307692308,0.03846153846,0.04615384615,0,0.1346153846,0.003846153846,0,0.01153846154,0,0,0.003846153846,0,0,0.03461538462
178,0,0.1230769231,0.1,0.1076923077,0.2384615385,0.01538461538,0.02307692308,0.1,0.02692307692,0,0.01153846154,0.02307692308,0.03076923077,0,0,0.003846153846,0.007692307692,0,0,0.02692307692
179,0,0.0878243513,0.05588822355,0.1097804391,0.1656686627,0.08383233533,0.00998003992,0.06586826347,0.01596806387,0,0.00998003992,0.01996007984,0,0.02994011976,0,0.00998003992,0.01397205589,0,0.02994011976,0.01596806387
180,0,0.2328767123,0.02739726027,0.09589041096,0.02283105023,0.03652968037,0.05479452055,0.01826484018,0.0502283105,0,0.004566210046,0.03652968037,0,0,0,0.009132420091,0.01369863014,0,0,0.009132420091
181,0,0.1163522013,0.09748427673,0.1320754717,0.03459119497,0.1006289308,0.02830188679,0.009433962264,0.09119496855,0,0.03773584906,0.01886792453,0,0.006289308176,0,0.01572327044,0.009433962264,0,0,0.01257861635
182,0,0.2234432234,0.05494505495,0.03296703297,0.1135531136,0.01465201465,0.01831501832,0.03663003663,0.02564102564,0,0,0.01831501832,0,0.05494505495,0,0.07692307692,0.007326007326,0,0,0.04761904762
183,0,0.08974358974,0.07264957265,0.09401709402,0.1666666667,0.06837606838,0.04273504274,0.06837606838,0.008547008547,0,0.04273504274,0,0,0.02991452991,0,0.008547008547,0,0,0,0.08547008547
184,0,0.1413612565,0.164921466,0.07853403141,0.1780104712,0.07853403141,0.03403141361,0.02356020942,0.0497382199,0,0.02879581152,0.01047120419,0,0.01832460733,0,0.01047120419,0.002617801047,0,0,0.01308900524
185,0,0.1693227092,0.171314741,0.06772908367,0.08764940239,0.07768924303,0.05976095618,0.0438247012,0.05577689243,0,0.05976095618,0.01394422311,0,0,0,0.00796812749,0.01792828685,0,0,0
186,0.003898635478,0.1461988304,0.1423001949,0.08771929825,0.05847953216,0.04483430799,0.0604288499,0.02144249513,0.0350877193,0.02923976608,0.03703703704,0.03313840156,0,0.0253411306,0.02339181287,0.01559454191,0.02923976608,0,0,0.01754385965
