character,season,episode,percent
Angela,25,2,0.04743083004
Angela,26,2,0.02857142857
Angela,27,2,0.046692607
Angela,28,2,0.01369863014
Angela,29,3,0.02721088435
Angela,30,3,0.03010033445
Angela,31,3,0.04580152672
Angela,32,3,0.02521008403
Angela,33,3,0.01526717557
Angela,34,3,0.04694835681
Angela,35,3,0.02692307692
Angela,36,3,0.008438818565
Angela,37,3,0.05235602094
Angela,38,3,0.07676348548
Angela,39,3,0.01834862385
Angela,40,3,0.06319702602
Angela,41,3,0.06763285024
Angela,42,3,0.01945525292
Angela,43,3,0.01657458564
Angela,44,3,0.01075268817
Angela,45,3,0.003448275862
Angela,46,3,0.03072625698
Angela,47,3,0.004048582996
Angela,48,3,0.04444444444
Angela,49,3,0.03767123288
Angela,50,3,0.02836879433
Angela,51,3,0.01388888889
Angela,52,4,0.09856262834
Angela,53,4,0.04204753199
Angela,54,4,0.08990825688
Angela,55,4,0.008849557522
Angela,56,4,0.009615384615
Angela,57,4,0
Angela,58,4,0.03004291845
Angela,59,4,0
Angela,60,4,0.04255319149
Angela,61,4,0.004545454545
Angela,62,4,0.01290322581
Angela,63,4,0.01176470588
Angela,64,4,0.02127659574
Angela,65,4,0.02713178295
Angela,66,5,0.05118110236
Angela,67,5,0.009009009009
Angela,68,5,0.04814814815
Angela,69,5,0.02985074627
Angela,70,5,0
Angela,71,5,0.01634877384
Angela,72,5,0.03076923077
Angela,73,5,0.006711409396
Angela,74,5,0.07120743034
Angela,75,5,0.05
Angela,76,5,0.07560137457
Angela,77,5,0.01145038168
Angela,78,5,0.03836930456
Angela,79,5,0
Angela,80,5,0.07480314961
Angela,81,5,0.01333333333
Angela,82,5,0
Angela,83,5,0.02693602694
Angela,84,5,0.02247191011
Angela,85,5,0.009708737864
Angela,86,5,0
Angela,87,5,0
Angela,88,5,0.006944444444
Angela,89,5,0.01567398119
Angela,90,5,0.06204379562
Angela,91,5,0.01098901099
Angela,92,6,0.01506024096
Angela,93,6,0.01119402985
Angela,94,6,0.01650165017
Angela,95,6,0.02173913043
Angela,96,6,0
Angela,97,6,0.01587301587
Angela,98,6,0.03134796238
Angela,99,6,0.005449591281
Angela,100,6,0.02429149798
Angela,101,6,0
Angela,102,6,0.01132075472
Angela,103,6,0.01796407186
Angela,104,6,0.01526717557
Angela,105,6,0.007575757576
Angela,106,6,0.003389830508
Angela,107,6,0.0304
Angela,108,6,0.01075268817
Angela,109,6,0.02135231317
Angela,110,6,0.04735376045
Angela,111,6,0.0162601626
Angela,112,6,0.009146341463
Angela,113,6,0
Angela,114,6,0.05214723926
Angela,115,6,0.01632653061
Angela,116,7,0.009009009009
Angela,117,7,0.01492537313
Angela,118,7,0.06986899563
Angela,119,7,0.006230529595
Angela,120,7,0.005128205128
Angela,121,7,0.0176056338
Angela,122,7,0.02797202797
Angela,123,7,0.03409090909
Angela,124,7,0.06493506494
Angela,125,7,0.009677419355
Angela,126,7,0.04340567613
Angela,127,7,0.02194357367
Angela,128,7,0
Angela,129,7,0.003225806452
Angela,130,7,0.02556818182
Angela,131,7,0
Angela,132,7,0.003194888179
Angela,133,7,0.003448275862
Angela,134,7,0.01639344262
Angela,135,7,0.003816793893
Angela,136,7,0.03647416413
Angela,137,7,0.01509433962
Angela,138,7,0.04280155642
Angela,139,7,0.02226720648
Angela,140,8,0.02554744526
Angela,141,8,0.05809128631
Angela,142,8,0.009463722397
Angela,143,8,0.04868913858
Angela,144,8,0.007042253521
Angela,145,8,0.02160493827
Angela,146,8,0
Angela,147,8,0.003546099291
Angela,148,8,0.006688963211
Angela,149,8,0.006191950464
Angela,150,8,0.007782101167
Angela,151,8,0.01582278481
Angela,152,8,0.08333333333
Angela,153,8,0.0275862069
Angela,154,8,0
Angela,155,8,0.03928571429
Angela,156,8,0.03643724696
Angela,157,8,0.01136363636
Angela,158,8,0.003831417625
Angela,159,8,0.02605863192
Angela,160,8,0.02397260274
Angela,161,8,0.01673640167
Angela,162,8,0.01067615658
Angela,163,8,0.06779661017
Angela,164,9,0.07142857143
Angela,165,9,0.02364864865
Angela,166,9,0
Angela,167,9,0.01572327044
Angela,168,9,0.02054794521
Angela,169,9,0.04240282686
Angela,170,9,0.07167235495
Angela,171,9,0.1614906832
Angela,172,9,0.04761904762
Angela,173,9,0.06324110672
Angela,174,9,0.04868913858
Angela,175,9,0.02120141343
Angela,176,9,0.003610108303
Angela,177,9,0.05769230769
Angela,178,9,0.01538461538
Angela,179,9,0.08383233533
Angela,180,9,0.03652968037
Angela,181,9,0.1006289308
Angela,182,9,0.01465201465
Angela,183,9,0.06837606838
Angela,184,9,0.07853403141
Angela,185,9,0.07768924303
Angela,186,9,0.04483430799
Kevin,1,1,0.004366812227
Kevin,2,1,0.039408867
Kevin,3,1,0.02448979592
Kevin,4,1,0.01234567901
Kevin,5,1,0.004608294931
Kevin,6,1,0.01445086705
Kevin,7,2,0.003891050584
Kevin,8,2,0.02120141343
Kevin,9,2,0.03191489362
Kevin,10,2,0.01567398119
Kevin,11,2,0.007434944238
Kevin,12,2,0.01119402985
Kevin,13,2,0.003937007874
Kevin,14,2,0.01459854015
Kevin,15,2,0.02909090909
Kevin,16,2,0.03971119134
Kevin,17,2,0
Kevin,18,2,0.005494505495
Kevin,19,2,0.03018867925
Kevin,20,2,0.02681992337
Kevin,21,2,0.01428571429
Kevin,22,2,0.02475247525
Kevin,23,2,0.0193236715
Kevin,24,2,0.01872659176
Kevin,25,2,0.05533596838
Kevin,26,2,0.02857142857
Kevin,27,2,0.01167315175
Kevin,28,2,0.04383561644
Kevin,29,3,0.006802721088
Kevin,30,3,0.01003344482
Kevin,31,3,0.01526717557
Kevin,32,3,0.008403361345
Kevin,33,3,0.01145038168
Kevin,34,3,0.02816901408
Kevin,35,3,0.04615384615
Kevin,36,3,0.01476793249
Kevin,37,3,0.06806282723
Kevin,38,3,0.02904564315
Kevin,39,3,0.02293577982
Kevin,40,3,0.02602230483
Kevin,41,3,0.01449275362
Kevin,42,3,0.01167315175
Kevin,43,3,0.02209944751
Kevin,44,3,0.03225806452
Kevin,45,3,0.0275862069
Kevin,46,3,0.02234636872
Kevin,47,3,0.05668016194
Kevin,48,3,0.02962962963
Kevin,49,3,0.03767123288
Kevin,50,3,0.01773049645
Kevin,51,3,0.03240740741
Kevin,52,4,0.03696098563
Kevin,53,4,0.02376599634
Kevin,54,4,0.02568807339
Kevin,55,4,0.02212389381
Kevin,56,4,0.01442307692
Kevin,57,4,0.007117437722
Kevin,58,4,0.008583690987
Kevin,59,4,0.01639344262
Kevin,60,4,0
Kevin,61,4,0.09090909091
Kevin,62,4,0.009677419355
Kevin,63,4,0.03137254902
Kevin,64,4,0.03723404255
Kevin,65,4,0.04457364341
Kevin,66,5,0.02755905512
Kevin,67,5,0.02252252252
Kevin,68,5,0.01481481481
Kevin,69,5,0.01865671642
Kevin,70,5,0.003389830508
Kevin,71,5,0.005449591281
Kevin,72,5,0.006153846154
Kevin,73,5,0.006711409396
Kevin,74,5,0.009287925697
Kevin,75,5,0.0125
Kevin,76,5,0.02749140893
Kevin,77,5,0.0534351145
Kevin,78,5,0.01918465228
Kevin,79,5,0
Kevin,80,5,0.07086614173
Kevin,81,5,0.05
Kevin,82,5,0.03215434084
Kevin,83,5,0.01683501684
Kevin,84,5,0.04868913858
Kevin,85,5,0.03236245955
Kevin,86,5,0.0078125
Kevin,87,5,0.003623188406
Kevin,88,5,0.003472222222
Kevin,89,5,0.003134796238
Kevin,90,5,0.02554744526
Kevin,91,5,0.01831501832
Kevin,92,6,0.0421686747
Kevin,93,6,0.003731343284
Kevin,94,6,0.04620462046
Kevin,95,6,0.05434782609
Kevin,96,6,0.04815864023
Kevin,97,6,0.01904761905
Kevin,98,6,0.03134796238
Kevin,99,6,0.01634877384
Kevin,100,6,0.04453441296
Kevin,101,6,0.01498127341
Kevin,102,6,0.02264150943
Kevin,103,6,0.03892215569
Kevin,104,6,0.01526717557
Kevin,105,6,0.003787878788
Kevin,106,6,0.01694915254
Kevin,107,6,0.0464
Kevin,108,6,0.01075268817
Kevin,109,6,0.02846975089
Kevin,110,6,0.01949860724
Kevin,111,6,0.06910569106
Kevin,112,6,0.0243902439
Kevin,113,6,0
Kevin,114,6,0.01840490798
Kevin,115,6,0.02857142857
Kevin,116,7,0.02252252252
Kevin,117,7,0
Kevin,118,7,0
Kevin,119,7,0.03115264798
Kevin,120,7,0.03076923077
Kevin,121,7,0.06690140845
Kevin,122,7,0.01398601399
Kevin,123,7,0.03409090909
Kevin,124,7,0.02922077922
Kevin,125,7,0.02580645161
Kevin,126,7,0.02504173623
Kevin,127,7,0.05956112853
Kevin,128,7,0.03169014085
Kevin,129,7,0.02258064516
Kevin,130,7,0.03693181818
Kevin,131,7,0.02777777778
Kevin,132,7,0.04153354633
Kevin,133,7,0.06206896552
Kevin,134,7,0.01639344262
Kevin,135,7,0.02290076336
Kevin,136,7,0.03343465046
Kevin,137,7,0.04905660377
Kevin,138,7,0.07782101167
Kevin,139,7,0.02834008097
Kevin,140,8,0.03649635036
Kevin,141,8,0.09958506224
Kevin,142,8,0.06624605678
Kevin,143,8,0.02247191011
Kevin,144,8,0.03169014085
Kevin,145,8,0.03086419753
Kevin,146,8,0.04672897196
Kevin,147,8,0.06382978723
Kevin,148,8,0.006688963211
Kevin,149,8,0.02167182663
Kevin,150,8,0.06614785992
Kevin,151,8,0.03481012658
Kevin,152,8,0.03225806452
Kevin,153,8,0.01724137931
Kevin,154,8,0.008163265306
Kevin,155,8,0.01428571429
Kevin,156,8,0.03238866397
Kevin,157,8,0.07196969697
Kevin,158,8,0.030651341
Kevin,159,8,0.009771986971
Kevin,160,8,0.03082191781
Kevin,161,8,0.07531380753
Kevin,162,8,0.003558718861
Kevin,163,8,0.01016949153
Kevin,164,9,0.03125
Kevin,165,9,0.03378378378
Kevin,166,9,0
Kevin,167,9,0.0534591195
Kevin,168,9,0.006849315068
Kevin,169,9,0.08833922261
Kevin,170,9,0.01023890785
Kevin,171,9,0.04968944099
Kevin,172,9,0.0619047619
Kevin,173,9,0.05533596838
Kevin,174,9,0.07116104869
Kevin,175,9,0.03533568905
Kevin,176,9,0.003610108303
Kevin,177,9,0.02307692308
Kevin,178,9,0.02307692308
Kevin,179,9,0.00998003992
Kevin,180,9,0.05479452055
Kevin,181,9,0.02830188679
Kevin,182,9,0.01831501832
Kevin,183,9,0.04273504274
Kevin,184,9,0.03403141361
Kevin,185,9,0.05976095618
Kevin,186,9,0.0604288499
Erin,1,1,0
Erin,2,1,0
Erin,3,1,0
Erin,4,1,0
Erin,5,1,0
Erin,6,1,0
Erin,7,2,0
Erin,8,2,0
Erin,9,2,0
Erin,10,2,0
Erin,11,2,0
Erin,12,2,0
Erin,13,2,0
Erin,14,2,0
Erin,15,2,0
Erin,16,2,0
Erin,17,2,0
Erin,18,2,0
Erin,19,2,0
Erin,20,2,0
Erin,21,2,0
Erin,22,2,0
Erin,23,2,0
Erin,24,2,0
Erin,25,2,0
Erin,26,2,0
Erin,27,2,0
Erin,28,2,0
Erin,29,3,0
Erin,30,3,0
Erin,31,3,0
Erin,32,3,0
Erin,33,3,0
Erin,34,3,0
Erin,35,3,0
Erin,36,3,0
Erin,37,3,0
Erin,38,3,0
Erin,39,3,0
Erin,40,3,0
Erin,41,3,0
Erin,42,3,0
Erin,43,3,0
Erin,44,3,0
Erin,45,3,0
Erin,46,3,0
Erin,47,3,0
Erin,48,3,0
Erin,49,3,0
Erin,50,3,0
Erin,51,3,0
Erin,52,4,0
Erin,53,4,0
Erin,54,4,0
Erin,55,4,0
Erin,56,4,0
Erin,57,4,0
Erin,58,4,0
Erin,59,4,0
Erin,60,4,0
Erin,61,4,0
Erin,62,4,0
Erin,63,4,0
Erin,64,4,0
Erin,65,4,0
Erin,66,5,0
Erin,67,5,0
Erin,68,5,0
Erin,69,5,0
Erin,70,5,0
Erin,71,5,0
Erin,72,5,0
Erin,73,5,0
Erin,74,5,0
Erin,75,5,0
Erin,76,5,0
Erin,77,5,0
Erin,78,5,0
Erin,79,5,0
Erin,80,5,0
Erin,81,5,0
Erin,82,5,0
Erin,83,5,0
Erin,84,5,0
Erin,85,5,0
Erin,86,5,0.0625
Erin,87,5,0
Erin,88,5,0.003472222222
Erin,89,5,0.03134796238
Erin,90,5,0.08394160584
Erin,91,5,0.01098901099
Erin,92,6,0.02108433735
Erin,93,6,0.01119402985
Erin,94,6,0.009900990099
Erin,95,6,0.01811594203
Erin,96,6,0.01983002833
Erin,97,6,0.0380952381
Erin,98,6,0.05329153605
Erin,99,6,0.008174386921
Erin,100,6,0.06072874494
Erin,101,6,0.01123595506
Erin,102,6,0.07924528302
Erin,103,6,0.03293413174
Erin,104,6,0
Erin,105,6,0.02272727273
Erin,106,6,0.07796610169
Erin,107,6,0.056
Erin,108,6,0.07168458781
Erin,109,6,0.02491103203
Erin,110,6,0.04456824513
Erin,111,6,0.2113821138
Erin,112,6,0.02743902439
Erin,113,6,0.00974025974
Erin,114,6,0.03374233129
Erin,115,6,0.01632653061
Erin,116,7,0.03153153153
Erin,117,7,0.01492537313
Erin,118,7,0.08296943231
Erin,119,7,0.01246105919
Erin,120,7,0.005128205128
Erin,121,7,0.02464788732
Erin,122,7,0.03146853147
Erin,123,7,0.1325757576
Erin,124,7,0.02272727273
Erin,125,7,0.03225806452
Erin,126,7,0.03005008347
Erin,127,7,0.065830721
Erin,128,7,0.08802816901
Erin,129,7,0.04516129032
Erin,130,7,0.1079545455
Erin,131,7,0.01388888889
Erin,132,7,0.03194888179
Erin,133,7,0
Erin,134,7,0.04098360656
Erin,135,7,0.04580152672
Erin,136,7,0.03647416413
Erin,137,7,0.01132075472
Erin,138,7,0.05058365759
Erin,139,7,0.04655870445
Erin,140,8,0.03284671533
Erin,141,8,0.04149377593
Erin,142,8,0.03785488959
Erin,143,8,0.01872659176
Erin,144,8,0.1161971831
Erin,145,8,0.02469135802
Erin,146,8,0.04049844237
Erin,147,8,0.06028368794
Erin,148,8,0.02675585284
Erin,149,8,0.08359133127
Erin,150,8,0.01945525292
Erin,151,8,0.1835443038
Erin,152,8,0.0376344086
Erin,153,8,0.05172413793
Erin,154,8,0.08571428571
Erin,155,8,0.06785714286
Erin,156,8,0.04048582996
Erin,157,8,0.05681818182
Erin,158,8,0.122605364
Erin,159,8,0.08143322476
Erin,160,8,0.08219178082
Erin,161,8,0.02928870293
Erin,162,8,0.02491103203
Erin,163,8,0.03050847458
Erin,164,9,0.01785714286
Erin,165,9,0.1047297297
Erin,166,9,0.08085106383
Erin,167,9,0.03459119497
Erin,168,9,0.08219178082
Erin,169,9,0.1413427562
Erin,170,9,0.0614334471
Erin,171,9,0.01863354037
Erin,172,9,0.09047619048
Erin,173,9,0.1027667984
Erin,174,9,0.04119850187
Erin,175,9,0.06360424028
Erin,176,9,0.007220216606
Erin,177,9,0.03846153846
Erin,178,9,0.1
Erin,179,9,0.06586826347
Erin,180,9,0.01826484018
Erin,181,9,0.009433962264
Erin,182,9,0.03663003663
Erin,183,9,0.06837606838
Erin,184,9,0.02356020942
Erin,185,9,0.0438247012
Erin,186,9,0.02144249513
Oscar,1,1,0.01310043668
Oscar,2,1,0.06403940887
Oscar,3,1,0.03673469388
Oscar,4,1,0.05761316872
Oscar,5,1,0.009216589862
Oscar,6,1,0.00289017341
Oscar,7,2,0.007782101167
Oscar,8,2,0
Oscar,9,2,0.03546099291
Oscar,10,2,0.01253918495
Oscar,11,2,0.02602230483
Oscar,12,2,0
Oscar,13,2,0.0157480315
Oscar,14,2,0.003649635036
Oscar,15,2,0.02181818182
Oscar,16,2,0.02888086643
Oscar,17,2,0.004484304933
Oscar,18,2,0.008241758242
Oscar,19,2,0.03396226415
Oscar,20,2,0.01915708812
Oscar,21,2,0
Oscar,22,2,0.009900990099
Oscar,23,2,0.01449275362
Oscar,24,2,0.003745318352
Oscar,25,2,0.02766798419
Oscar,26,2,0.02857142857
Oscar,27,2,0.03501945525
Oscar,28,2,0.01095890411
Oscar,29,3,0.1088435374
Oscar,30,3,0
Oscar,31,3,0
Oscar,32,3,0
Oscar,33,3,0
Oscar,34,3,0
Oscar,35,3,0
Oscar,36,3,0
Oscar,37,3,0
Oscar,38,3,0.002074688797
Oscar,39,3,0
Oscar,40,3,0
Oscar,41,3,0.05314009662
Oscar,42,3,0
Oscar,43,3,0
Oscar,44,3,0.02150537634
Oscar,45,3,0
Oscar,46,3,0.01117318436
Oscar,47,3,0.01214574899
Oscar,48,3,0.02222222222
Oscar,49,3,0
Oscar,50,3,0.01773049645
Oscar,51,3,0.02314814815
Oscar,52,4,0.01848049281
Oscar,53,4,0.005484460695
Oscar,54,4,0.01467889908
Oscar,55,4,0.05530973451
Oscar,56,4,0.004807692308
Oscar,57,4,0.03558718861
Oscar,58,4,0.03004291845
Oscar,59,4,0.004098360656
Oscar,60,4,0
Oscar,61,4,0.009090909091
Oscar,62,4,0.02258064516
Oscar,63,4,0.007843137255
Oscar,64,4,0.02659574468
Oscar,65,4,0.001937984496
Oscar,66,5,0.03543307087
Oscar,67,5,0.02252252252
Oscar,68,5,0.01111111111
Oscar,69,5,0.01865671642
Oscar,70,5,0.003389830508
Oscar,71,5,0
Oscar,72,5,0.1169230769
Oscar,73,5,0.01006711409
Oscar,74,5,0.0959752322
Oscar,75,5,0.02083333333
Oscar,76,5,0.03436426117
Oscar,77,5,0.01145038168
Oscar,78,5,0.02637889688
Oscar,79,5,0.004219409283
Oscar,80,5,0.05118110236
Oscar,81,5,0.04666666667
Oscar,82,5,0.02250803859
Oscar,83,5,0.0101010101
Oscar,84,5,0.04494382022
Oscar,85,5,0.003236245955
Oscar,86,5,0.01953125
Oscar,87,5,0
Oscar,88,5,0
Oscar,89,5,0.01567398119
Oscar,90,5,0.01824817518
Oscar,91,5,0.007326007326
Oscar,92,6,0.03012048193
Oscar,93,6,0.02611940299
Oscar,94,6,0.0396039604
Oscar,95,6,0.01630434783
Oscar,96,6,0.05099150142
Oscar,97,6,0.01904761905
Oscar,98,6,0.03448275862
Oscar,99,6,0.008174386921
Oscar,100,6,0.03238866397
Oscar,101,6,0.06741573034
Oscar,102,6,0.007547169811
Oscar,103,6,0.03892215569
Oscar,104,6,0
Oscar,105,6,0.01893939394
Oscar,106,6,0.02033898305
Oscar,107,6,0.0048
Oscar,108,6,0.01433691756
Oscar,109,6,0.003558718861
Oscar,110,6,0.05571030641
Oscar,111,6,0.01219512195
Oscar,112,6,0.02743902439
Oscar,113,6,0.003246753247
Oscar,114,6,0.009202453988
Oscar,115,6,0.008163265306
Oscar,116,7,0.03603603604
Oscar,117,7,0.02611940299
Oscar,118,7,0.004366812227
Oscar,119,7,0.02180685358
Oscar,120,7,0.04102564103
Oscar,121,7,0.02816901408
Oscar,122,7,0.006993006993
Oscar,123,7,0.02651515152
Oscar,124,7,0.01623376623
Oscar,125,7,0.08064516129
Oscar,126,7,0.02003338898
Oscar,127,7,0.009404388715
Oscar,128,7,0.04929577465
Oscar,129,7,0.03870967742
Oscar,130,7,0.04829545455
Oscar,131,7,0
Oscar,132,7,0.003194888179
Oscar,133,7,0.02413793103
Oscar,134,7,0.02049180328
Oscar,135,7,0.02290076336
Oscar,136,7,0.01823708207
Oscar,137,7,0.007547169811
Oscar,138,7,0.01556420233
Oscar,139,7,0.04453441296
Oscar,140,8,0.02554744526
Oscar,141,8,0.02074688797
Oscar,142,8,0.05678233438
Oscar,143,8,0.03745318352
Oscar,144,8,0.03521126761
Oscar,145,8,0.03395061728
Oscar,146,8,0.01246105919
Oscar,147,8,0.07092198582
Oscar,148,8,0.04013377926
Oscar,149,8,0.02786377709
Oscar,150,8,0.07003891051
Oscar,151,8,0.03797468354
Oscar,152,8,0.06451612903
Oscar,153,8,0.01379310345
Oscar,154,8,0.004081632653
Oscar,155,8,0.03571428571
Oscar,156,8,0.02429149798
Oscar,157,8,0.01515151515
Oscar,158,8,0.003831417625
Oscar,159,8,0.03583061889
Oscar,160,8,0.02397260274
Oscar,161,8,0.06694560669
Oscar,162,8,0.003558718861
Oscar,163,8,0.03728813559
Oscar,164,9,0.04017857143
Oscar,165,9,0.01689189189
Oscar,166,9,0.0170212766
Oscar,167,9,0.04402515723
Oscar,168,9,0.0102739726
Oscar,169,9,0.09540636042
Oscar,170,9,0.07167235495
Oscar,171,9,0.06832298137
Oscar,172,9,0.03333333333
Oscar,173,9,0.0395256917
Oscar,174,9,0.07116104869
Oscar,175,9,0.02826855124
Oscar,176,9,0.007220216606
Oscar,177,9,0.04615384615
Oscar,178,9,0.02692307692
Oscar,179,9,0.01596806387
Oscar,180,9,0.0502283105
Oscar,181,9,0.09119496855
Oscar,182,9,0.02564102564
Oscar,183,9,0.008547008547
Oscar,184,9,0.0497382199
Oscar,185,9,0.05577689243
Oscar,186,9,0.0350877193
Ryan,1,1,0.03493449782
Ryan,2,1,0.0197044335
Ryan,3,1,0.004081632653
Ryan,4,1,0.01646090535
Ryan,5,1,0.03686635945
Ryan,6,1,0.03468208092
Ryan,7,2,0.007782101167
Ryan,8,2,0.003533568905
Ryan,9,2,0.01773049645
Ryan,10,2,0.1253918495
Ryan,11,2,0.003717472119
Ryan,12,2,0.0671641791
Ryan,13,2,0.02362204724
Ryan,14,2,0.003649635036
Ryan,15,2,0.007272727273
Ryan,16,2,0.05415162455
Ryan,17,2,0.008968609865
Ryan,18,2,0.03571428571
Ryan,19,2,0.02641509434
Ryan,20,2,0.04980842912
Ryan,21,2,0.007142857143
Ryan,22,2,0.0198019802
Ryan,23,2,0.03381642512
Ryan,24,2,0.03745318352
Ryan,25,2,0.01185770751
Ryan,26,2,0.03333333333
Ryan,27,2,0.01556420233
Ryan,28,2,0.002739726027
Ryan,29,3,0.006802721088
Ryan,30,3,0.01003344482
Ryan,31,3,0
Ryan,32,3,0.02521008403
Ryan,33,3,0.1374045802
Ryan,34,3,0.03286384977
Ryan,35,3,0.02692307692
Ryan,36,3,0.01898734177
Ryan,37,3,0.01570680628
Ryan,38,3,0.01659751037
Ryan,39,3,0
Ryan,40,3,0.02973977695
Ryan,41,3,0.01449275362
Ryan,42,3,0.0233463035
Ryan,43,3,0
Ryan,44,3,0.08064516129
Ryan,45,3,0.01034482759
Ryan,46,3,0.0251396648
Ryan,47,3,0.01619433198
Ryan,48,3,0.007407407407
Ryan,49,3,0.01712328767
Ryan,50,3,0.01063829787
Ryan,51,3,0.009259259259
Ryan,52,4,0.01642710472
Ryan,53,4,0.1389396709
Ryan,54,4,0.0128440367
Ryan,55,4,0.04646017699
Ryan,56,4,0.03846153846
Ryan,57,4,0
Ryan,58,4,0
Ryan,59,4,0.04098360656
Ryan,60,4,0
Ryan,61,4,0
Ryan,62,4,0.1935483871
Ryan,63,4,0.02352941176
Ryan,64,4,0
Ryan,65,4,0.009689922481
Ryan,66,5,0.03937007874
Ryan,67,5,0.01351351351
Ryan,68,5,0
Ryan,69,5,0
Ryan,70,5,0.01355932203
Ryan,71,5,0.01634877384
Ryan,72,5,0.04
Ryan,73,5,0.06040268456
Ryan,74,5,0
Ryan,75,5,0
Ryan,76,5,0
Ryan,77,5,0
Ryan,78,5,0
Ryan,79,5,0
Ryan,80,5,0
Ryan,81,5,0
Ryan,82,5,0
Ryan,83,5,0
Ryan,84,5,0
Ryan,85,5,0.0355987055
Ryan,86,5,0.09765625
Ryan,87,5,0.02173913043
Ryan,88,5,0.08333333333
Ryan,89,5,0.07836990596
Ryan,90,5,0.007299270073
Ryan,91,5,0
Ryan,92,6,0.003012048193
Ryan,93,6,0.01865671642
Ryan,94,6,0.01650165017
Ryan,95,6,0.005434782609
Ryan,96,6,0.01133144476
Ryan,97,6,0.0253968254
Ryan,98,6,0.003134796238
Ryan,99,6,0.02179836512
Ryan,100,6,0.004048582996
Ryan,101,6,0.06741573034
Ryan,102,6,0.01509433962
Ryan,103,6,0.02395209581
Ryan,104,6,0.007633587786
Ryan,105,6,0
Ryan,106,6,0.06440677966
Ryan,107,6,0.0032
Ryan,108,6,0.01075268817
Ryan,109,6,0.01067615658
Ryan,110,6,0.0139275766
Ryan,111,6,0.008130081301
Ryan,112,6,0.01219512195
Ryan,113,6,0.01298701299
Ryan,114,6,0.03374233129
Ryan,115,6,0.008163265306
Ryan,116,7,0
Ryan,117,7,0.01119402985
Ryan,118,7,0
Ryan,119,7,0.003115264798
Ryan,120,7,0.007692307692
Ryan,121,7,0.02112676056
Ryan,122,7,0.02097902098
Ryan,123,7,0.01136363636
Ryan,124,7,0.1753246753
Ryan,125,7,0.02258064516
Ryan,126,7,0.0183639399
Ryan,127,7,0.01880877743
Ryan,128,7,0.02816901408
Ryan,129,7,0.01935483871
Ryan,130,7,0.01704545455
Ryan,131,7,0.01388888889
Ryan,132,7,0.01277955272
Ryan,133,7,0.03103448276
Ryan,134,7,0.008196721311
Ryan,135,7,0.02290076336
Ryan,136,7,0.009118541033
Ryan,137,7,0.05660377358
Ryan,138,7,0.007782101167
Ryan,139,7,0.02226720648
Ryan,140,8,0.01824817518
Ryan,141,8,0.01659751037
Ryan,142,8,0.01892744479
Ryan,143,8,0.02996254682
Ryan,144,8,0.01056338028
Ryan,145,8,0.009259259259
Ryan,146,8,0.01869158879
Ryan,147,8,0.0390070922
Ryan,148,8,0.01003344482
Ryan,149,8,0.03095975232
Ryan,150,8,0.0233463035
Ryan,151,8,0.03164556962
Ryan,152,8,0.005376344086
Ryan,153,8,0.04137931034
Ryan,154,8,0.03673469388
Ryan,155,8,0.07142857143
Ryan,156,8,0.06477732794
Ryan,157,8,0.007575757576
Ryan,158,8,0.003831417625
Ryan,159,8,0.009771986971
Ryan,160,8,0.102739726
Ryan,161,8,0.07112970711
Ryan,162,8,0
Ryan,163,8,0
Ryan,164,9,0.004464285714
Ryan,165,9,0
Ryan,166,9,0
Ryan,167,9,0
Ryan,168,9,0
Ryan,169,9,0
Ryan,170,9,0
Ryan,171,9,0
Ryan,172,9,0
Ryan,173,9,0
Ryan,174,9,0
Ryan,175,9,0
Ryan,176,9,0
Ryan,177,9,0
Ryan,178,9,0
Ryan,179,9,0
Ryan,180,9,0
Ryan,181,9,0
Ryan,182,9,0
Ryan,183,9,0
Ryan,184,9,0
Ryan,185,9,0
Ryan,186,9,0.02923976608
Darryl,1,1,0
Darryl,2,1,0
Darryl,3,1,0
Darryl,4,1,0
Darryl,5,1,0.06912442396
Darryl,6,1,0
Darryl,7,2,0.003891050584
Darryl,8,2,0.03180212014
Darryl,9,2,0
Darryl,10,2,0
Darryl,11,2,0
Darryl,12,2,0
Darryl,13,2,0
Darryl,14,2,0
Darryl,15,2,0
Darryl,16,2,0.03971119134
Darryl,17,2,0.0134529148
Darryl,18,2,0
Darryl,19,2,0
Darryl,20,2,0.01149425287
Darryl,21,2,0.09642857143
Darryl,22,2,0
Darryl,23,2,0
Darryl,24,2,0.003745318352
Darryl,25,2,0
Darryl,26,2,0
Darryl,27,2,0
Darryl,28,2,0.02191780822
Darryl,29,3,0
Darryl,30,3,0
Darryl,31,3,0
Darryl,32,3,0
Darryl,33,3,0
Darryl,34,3,0
Darryl,35,3,0.01538461538
Darryl,36,3,0
Darryl,37,3,0
Darryl,38,3,0.00622406639
Darryl,39,3,0.02752293578
Darryl,40,3,0
Darryl,41,3,0
Darryl,42,3,0
Darryl,43,3,0
Darryl,44,3,0
Darryl,45,3,0
Darryl,46,3,0.1201117318
Darryl,47,3,0.07692307692
Darryl,48,3,0
Darryl,49,3,0
Darryl,50,3,0
Darryl,51,3,0
Darryl,52,4,0.01026694045
Darryl,53,4,0
Darryl,54,4,0.01651376147
Darryl,55,4,0.02212389381
Darryl,56,4,0.04807692308
Darryl,57,4,0
Darryl,58,4,0
Darryl,59,4,0.01229508197
Darryl,60,4,0
Darryl,61,4,0
Darryl,62,4,0
